Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,type
17,18.0,0,0.019292355,8,129.9994,27,1985,1,2,3,3340.9844,Train
59,13.35,0,0.048124442999999996,1,216.7166,45,2002,2,1,1,3918.8988,Train
39,20.7,0,0.09261307,4,76.367,13,1987,0,2,1,306.268,Train
60,15.099999999999998,0,0.094697274,0,158.4604,27,1985,1,2,3,4278.4308,Train
55,16.2,0,0.035984103999999996,6,260.6278,45,2002,2,1,1,4425.5726,Train
58,13.799999999999999,1,0.056596985,13,230.9984,27,1985,1,2,3,9267.936,Train
41,15.599999999999998,0,0.2047,5,76.867,19,1985,2,0,0,229.701,Train
01,21.099999999999998,1,0.020618324,2,129.3994,27,1985,1,2,3,2055.9904,Train
43,5.5,0,0.04709821,11,101.3016,46,1997,2,0,1,3339.6528,Train
07,15.1,1,0.087584126,6,221.7456,45,2002,2,1,1,6410.3224,Train
28,15.7,1,0.038078899,5,122.9046,17,2007,2,1,1,1992.0736,Train
01,7.895,1,0.095102092,2,104.4332,17,2007,2,1,1,2870.9296,Train
49,17.2,1,0.011953901999999999,3,164.5184,27,1985,1,2,3,2807.0128,Train
24,17.35,1,0.062799379,0,88.18299999999999,13,1987,0,2,1,539.298,Train
18,7.285,0,0.031125708999999998,9,174.3054,13,1987,0,2,1,4377.635,Train
30,20.25,0,0.026005891,9,180.9976,45,2002,2,1,1,2716.4640000000004,Train
22,18.75,0,0.09246392,13,190.9504,19,1985,2,0,0,383.5008,Train
37,15.85,0,0.107765165,14,59.5904,49,1999,1,0,1,703.0848,Train
27,6.17,0,0.010647476999999999,10,66.3826,49,1999,1,0,1,1937.4779999999998,Train
30,19.5,0,0.015749341,9,182.2608,49,1999,1,0,1,3307.6944,Train
07,19.2,0,0.077628053,9,197.611,49,1999,1,0,1,3142.5759999999996,Train
25,16.7,0,0.07659550849999999,3,181.2292,18,2009,1,2,2,2554.0088,Train
59,20.85,1,0.056695731,1,104.0648,18,2009,1,2,2,1869.5664,Train
59,14.5,1,0.063993068,1,260.4594,45,2002,2,1,1,5494.8474,Train
27,11.395,1,0.06952926200000001,10,233.1616,13,1987,0,2,1,6093.4016,Train
01,7.97,0,0.034452949,14,174.0422,46,1997,2,0,1,2586.633,Train
09,7.71,1,0.06670068,13,55.2956,49,1999,1,0,1,1255.6988,Train
26,19.25,1,0.034699737,3,141.7496,46,1997,2,0,1,4093.3384,Train
27,7.075,0,0.058346939,4,142.2128,46,1997,2,0,1,3163.8816,Train
39,19.349999999999998,1,0.065203103,10,166.0816,27,1985,1,2,3,5033.448,Train
40,11.6,1,0.07892957099999999,5,79.9276,46,1997,2,0,1,1137.1864,Train
56,8.985,0,0.18251488100000002,6,98.77,27,1985,1,2,3,2696.49,Train
47,12.1,0,0.016895293000000002,7,178.56599999999997,18,2009,1,2,2,898.83,Train
17,10.0,0,0.073379745,8,118.244,46,1997,2,0,1,2756.4120000000003,Train
60,14.35,0,0.08075758,0,81.896,45,2002,2,1,1,878.8560000000001,Train
22,10.395,0,0.11227149800000001,13,58.222,49,1999,1,0,1,659.1419999999999,Train
26,17.7,0,0.153741385,4,182.6292,19,1985,2,0,0,182.4292,Train
45,8.1,0,0.127929521,6,211.4902,13,1987,0,2,1,3610.6334,Train
44,8.05,1,0.07838564,6,256.4646,35,2004,2,1,1,5153.292,Train
15,9.195,1,0.078502143,10,108.7596,17,2007,2,1,1,2588.6304,Train
51,20.7,1,0.047684831,4,212.5876,18,2009,1,2,2,1286.3256,Train
32,15.7,1,0.12315965599999999,6,110.1544,17,2007,2,1,1,1230.3984,Train
07,15.099999999999998,1,0.08856658660000001,6,60.2194,27,1985,1,2,3,1733.7432,Train
53,18.349999999999998,0,0.053392944000000005,8,193.8162,19,1985,2,0,0,384.8324,Train
54,16.5,0,0.036715907,9,180.0318,45,2002,2,1,1,3969.4996,Train
09,9.0,0,0.065236932,13,176.437,35,2004,2,1,1,7763.228,Train
51,6.785,1,0.041947547,10,41.2112,13,1987,0,2,1,809.6128,Train
49,19.5,0,0.08288849599999999,3,178.6002,18,2009,1,2,2,1253.7014,Train
27,7.575,0,0.055390120999999994,4,195.2768,46,1997,2,0,1,5715.2272,Train
45,18.2,1,0.012194556,6,57.7904,13,1987,0,2,1,1464.76,Train
02,16.75,0,0.060495243,4,169.8106,13,1987,0,2,1,3251.1014,Train
28,7.47,1,0.11801561029999999,5,214.3218,35,2004,2,1,1,4274.436,Train
31,20.349999999999998,1,0.014753811,6,231.7958,27,1985,1,2,3,5375.0034,Train
43,18.2,0,0.160707489,6,38.019,27,1985,1,2,3,1318.2839999999999,Train
51,13.85,1,0.085622362,10,119.4124,18,2009,1,2,2,2251.7356,Train
52,6.635,1,0.046350909,5,37.4506,17,2007,2,1,1,1176.4686,Train
44,6.11,1,0.102920886,6,130.4968,46,1997,2,0,1,3523.4136,Train
34,15.25,0,0.026604781,13,86.2198,35,2004,2,1,1,610.5386,Train
50,15.85,0,0.14239877090000003,3,96.4094,35,2004,2,1,1,1237.7222,Train
57,15.2,0,0.031860325,13,235.1248,10,1998,2,2,0,474.0496,Train
22,14.650000000000002,1,0.086892962375,13,52.6666,27,1985,1,2,3,717.7324,Train
49,20.75,0,0.021250002,14,150.5024,46,1997,2,0,1,2580.6408,Train
40,10.195,0,0.159936948,5,143.2154,46,1997,2,0,1,2552.6772,Train
32,7.605,0,0.12950314599999999,6,164.021,45,2002,2,1,1,3914.9040000000005,Train
07,18.0,1,0.142688846,6,88.5514,46,1997,2,0,1,796.9626,Train
02,13.349999999999998,0,0.179484411,4,228.9352,19,1985,2,0,0,916.1408,Train
18,18.35,0,0.08916305599999999,9,191.3504,45,2002,2,1,1,3259.7568,Train
56,6.59,0,0.105761491,6,84.8908,49,1999,1,0,1,1677.816,Train
58,13.8,1,0.056960814000000005,13,230.0984,49,1999,1,0,1,3707.1744,Train
35,21.2,1,0.00704098,15,173.5738,46,1997,2,0,1,2954.1546,Train
34,10.5,1,0.011026593999999999,13,166.4842,18,2009,1,2,2,2652.5472,Train
19,8.97,0,0.093203257,9,52.7956,45,2002,2,1,1,1037.3164,Train
31,10.894999999999998,0,0.026916793999999997,11,50.9666,27,1985,1,2,3,717.7324,Train
29,10.6,0,0.035264298,8,86.1224,45,2002,2,1,1,426.11199999999997,Train
59,13.65,0,0.015908423999999997,1,231.1668,35,2004,2,1,1,6911.004,Train
41,19.0,0,0.017719277,8,211.0244,46,1997,2,0,1,3811.0392,Train
45,15.599999999999998,1,0.035334201,13,115.3518,27,1985,1,2,3,2277.036,Train
24,6.799999999999999,0,0.065652494,0,48.9034,19,1985,2,0,0,48.6034,Train
22,6.865,0,0.056919038,13,212.8218,49,1999,1,0,1,5770.4886,Train
60,10.8,1,0.048143292000000004,0,40.2138,46,1997,2,0,1,690.4346,Train
02,16.7,0,0.022047313,4,110.2886,13,1987,0,2,1,1890.2062,Train
35,18.849999999999998,0,0.090427268,7,126.2336,27,1985,1,2,3,3195.84,Train
48,15.15,0,0.027779254,0,150.1708,46,1997,2,0,1,1504.7079999999999,Train
42,10.5,0,0.011015122200000001,9,238.3248,10,1998,2,2,0,711.0744,Train
38,17.6,0,0.008033611,4,174.2422,18,2009,1,2,2,4311.055,Train
19,19.35,0,0.033088472,10,175.4738,46,1997,2,0,1,521.3214,Train
55,15.7,0,0.160663021,9,59.4562,46,1997,2,0,1,829.5868,Train
15,18.1,0,0.178975721,4,155.5288,17,2007,2,1,1,1571.2879999999998,Train
11,10.195,1,0.017627888,15,239.6538,35,2004,2,1,1,2403.538,Train
35,10.6,0,0.0194158,1,41.6454,19,1985,2,0,0,83.8908,Train
44,6.655,0,0.016993225,6,211.0586,45,2002,2,1,1,844.2344,Train
06,19.0,0,0.027139012999999997,9,127.3336,17,2007,2,1,1,2940.1728,Train
04,7.075,0,0.03777249,5,98.0068,10,1998,2,2,0,291.6204,Train
17,13.15,0,0.036746479,5,181.2976,45,2002,2,1,1,3259.7568,Train
43,20.1,1,0.022460102000000003,6,226.8036,49,1999,1,0,1,3415.554,Train
27,20.35,1,0.03008312277777778,4,256.7672,18,2009,1,2,2,5624.6784,Train
41,18.85,0,0.05213575,8,190.1846,49,1999,1,0,1,6687.960999999999,Train
56,16.35,1,0.062508438,6,227.1062,49,1999,1,0,1,5642.655,Train
39,11.3,0,0.007309544,10,196.2426,18,2009,1,2,2,4943.565,Train
32,17.5,0,0.015623753999999998,6,182.6266,18,2009,1,2,2,3135.2522,Train
07,18.0,1,0.14297822300000002,6,87.4514,45,2002,2,1,1,796.9626,Train
27,7.935,0,0.017191055,4,51.535,45,2002,2,1,1,848.895,Train
23,5.765,0,0.143592939,0,37.3164,19,1985,2,0,0,38.6164,Train
01,20.25,1,0.011995271000000002,3,184.5924,46,1997,2,0,1,4997.4948,Train
10,15.5,1,0.15717236,13,149.1418,49,1999,1,0,1,588.5672,Train
03,17.25,0,0.061393095,4,91.81200000000001,19,1985,2,0,0,372.848,Train
27,5.86,1,0.264124669,10,155.7314,19,1985,2,0,0,155.1314,Train
13,15.35,0,0.020310046000000002,14,218.0508,13,1987,0,2,1,3038.7112,Train
05,10.1,0,0.054630834,8,200.2084,46,1997,2,0,1,1587.2672,Train
29,16.7,1,0.052517969000000005,5,115.4176,45,2002,2,1,1,687.1056,Train
51,20.7,1,0.047565208,4,213.4876,49,1999,1,0,1,1929.4884,Train
11,16.0,0,0.060797393,15,223.8404,13,1987,0,2,1,3600.6464,Train
35,14.0,0,0.041291168999999996,15,180.7634,46,1997,2,0,1,2181.1608,Train
08,12.85,0,0.022604051,6,181.4318,46,1997,2,0,1,3428.2042,Train
59,20.85,1,0.056580227999999996,1,105.6648,45,2002,2,1,1,623.1888,Train
18,12.35,0,0.16419682300000002,9,120.5124,49,1999,1,0,1,2133.2232,Train
41,6.85,0,0.022976497000000002,5,261.6594,18,2009,1,2,2,3401.5722,Train
08,10.3,0,0.027310252,6,101.0042,35,2004,2,1,1,1289.6546,Train
09,8.894999999999998,1,0.141975462,13,49.6008,19,1985,2,0,0,50.6008,Train
15,8.775,0,0.1069699491111111,4,45.9428,13,1987,0,2,1,790.9704,Train
17,18.85,0,0.01619866,8,129.2626,17,2007,2,1,1,3147.9024,Train
54,19.5,0,0.014205168,9,56.7614,27,1985,1,2,3,2486.763,Train
24,14.85,0,0.09344495,0,141.0812,35,2004,2,1,1,1139.8496,Train
53,20.5,1,0.019199733,5,84.3592,46,1997,2,0,1,1816.3024,Train
13,7.84,1,0.15412025199999999,3,51.935,18,2009,1,2,2,199.74,Train
28,18.25,0,0.089004389,5,196.7452,45,2002,2,1,1,978.7260000000001,Train
46,10.3,1,0.011117041000000001,13,85.854,13,1987,0,2,1,2683.1740000000004,Train
43,12.5,0,0.103422709,9,169.9448,35,2004,2,1,1,2897.5616,Train
26,20.349999999999998,0,0.089035961,4,260.5594,27,1985,1,2,3,9158.079,Train
14,20.25,1,0.102723919,3,93.212,46,1997,2,0,1,1957.4520000000002,Train
48,16.75,1,0.024733134,14,40.2822,27,1985,1,2,3,1296.3126,Train
42,15.0,0,0.044871033,8,140.3838,13,1987,0,2,1,2528.7084,Train
20,8.325,0,0.029760052000000002,6,38.7138,13,1987,0,2,1,284.2966,Train
13,15.85,0,0.078999287,3,38.6506,17,2007,2,1,1,759.012,Train
15,13.1,0,0.020870744,4,117.3782,46,1997,2,0,1,1787.6729999999998,Train
42,6.26,0,0.031599715,9,111.3228,17,2007,2,1,1,2431.5016,Train
51,17.25,0,0.042413704,4,173.1764,18,2009,1,2,2,4466.1864,Train
28,5.765,0,0.072284689,5,119.9098,35,2004,2,1,1,2048.6666,Train
54,13.6,0,0.009984847,9,175.437,13,1987,0,2,1,1940.807,Train
16,10.5,0,0.052852620999999995,5,88.78299999999999,17,2007,2,1,1,2067.3089999999997,Train
24,7.975,0,0.014660821000000001,0,85.125,45,2002,2,1,1,2663.2,Train
52,12.65,1,0.076354362,5,192.1846,18,2009,1,2,2,1146.5076,Train
06,12.3,0,0.07670963900000001,9,247.84599999999998,45,2002,2,1,1,3448.844,Train
36,5.985,0,0.005677876,0,184.8924,45,2002,2,1,1,1665.8316,Train
56,16.849999999999998,0,0.033379831125,6,184.7266,27,1985,1,2,3,8114.7704,Train
09,15.15,1,0.012282366000000001,13,132.5284,49,1999,1,0,1,1713.7692,Train
25,12.35,0,0.026681262,3,56.4246,46,1997,2,0,1,810.9444,Train
41,14.3,0,0.127541722,5,84.9224,46,1997,2,0,1,1193.1136,Train
54,8.695,0,0.119513002,9,93.4094,35,2004,2,1,1,856.8846,Train
51,16.35,0,0.054463442,10,163.8842,10,1998,2,2,0,165.7842,Train
24,6.135,1,0.07649992722222222,0,151.3366,45,2002,2,1,1,1057.9562,Train
30,19.5,0,0.015756784,9,185.0608,45,2002,2,1,1,2205.1296,Train
45,9.5,1,0.010907967,13,182.3608,13,1987,0,2,1,2940.1728,Train
59,8.895,0,0.07543556,7,235.8616,35,2004,2,1,1,3046.7008,Train
28,18.25,0,0.0856783318888889,5,196.8452,46,1997,2,0,1,3327.6684,Train
02,21.35,0,0.11519471699999999,3,258.3278,10,1998,2,2,0,520.6556,Train
21,19.7,0,0.066922802,13,174.83700000000002,35,2004,2,1,1,2999.429,Train
48,13.349999999999998,0,0.064636203,0,90.0804,27,1985,1,2,3,2113.2492,Train
44,16.6,0,0.10319540099999999,6,117.8466,45,2002,2,1,1,942.7728,Train
14,13.099999999999998,0,0.13121032,4,74.0354,19,1985,2,0,0,75.2354,Train
57,10.895,0,0.035747522000000004,6,133.6284,46,1997,2,0,1,1581.9408,Train
28,15.849999999999998,1,0.192650072,5,37.4506,19,1985,2,0,0,37.9506,Train
41,15.700000000000001,0,0.09803177099999999,8,151.3024,19,1985,2,0,0,151.8024,Train
11,8.0,1,0.030118337999999998,1,248.8092,27,1985,1,2,3,3486.1288,Train
42,8.51,0,0.016201845,9,195.2478,17,2007,2,1,1,4262.4516,Train
09,14.15,0,0.05837308,13,243.9828,10,1998,2,2,0,731.0484,Train
32,6.65,0,0.087652908,6,128.8678,35,2004,2,1,1,1398.8458,Train
57,15.25,1,0.065999008,13,177.96599999999998,49,1999,1,0,1,2336.958,Train
28,18.25,0,0.088750333,5,196.5452,13,1987,0,2,1,2348.9424,Train
56,15.5,1,0.100277876,6,196.8768,27,1985,1,2,3,7094.7648,Train
40,16.0,1,0.09925243800000001,5,87.4856,35,2004,2,1,1,1054.6272,Train
42,19.2,0,0.039758360333333326,9,127.831,45,2002,2,1,1,1298.31,Train
54,12.15,0,0.016397122111111113,9,117.815,17,2007,2,1,1,2330.3,Train
16,8.895,0,0.026384672,5,208.9954,49,1999,1,0,1,4584.6988,Train
15,10.895,0,0.228993134,4,263.4568,10,1998,2,2,0,527.3136,Train
40,16.0,1,0.065431917,4,76.1986,17,2007,2,1,1,1869.5664,Train
53,10.894999999999998,0,0.026749991,5,106.928,27,1985,1,2,3,2876.256,Train
24,9.195,0,0.08725649611111111,0,43.6744,18,2009,1,2,2,407.4696,Train
31,11.35,1,0.043333912,6,201.0742,18,2009,1,2,2,2189.8162,Train
29,10.0,0,0.08965681199999999,8,144.0102,17,2007,2,1,1,1603.9122,Train
07,9.395,0,0.039954281,11,82.4908,35,2004,2,1,1,2013.3792,Train
36,15.200000000000001,0,0.087854925,14,95.9752,19,1985,2,0,0,95.8752,Train
37,20.75,0,0.14940405699999998,2,192.8478,10,1998,2,2,0,774.9912,Train
43,9.8,0,0.0268952,10,128.40200000000002,45,2002,2,1,1,2403.538,Train
28,5.695,0,0.065857092,5,258.5646,18,2009,1,2,2,4380.2982,Train
43,18.2,0,0.161817014,6,37.819,45,2002,2,1,1,219.71400000000003,Train
48,19.35,1,0.082197959,0,49.2034,13,1987,0,2,1,729.051,Train
23,18.35,0,0.015335349,7,106.6938,45,2002,2,1,1,1393.5194,Train
42,6.36,0,0.00599072,9,163.6526,45,2002,2,1,1,5262.4832,Train
37,9.8,0,0.013898123,14,46.506,18,2009,1,2,2,372.848,Train
47,20.7,1,0.078912473,0,99.9042,27,1985,1,2,3,3273.7386,Train
54,9.894999999999998,0,0.059776237,9,231.7642,27,1985,1,2,3,5344.3766,Train
52,6.635,1,0.0480856657,5,39.7506,13,1987,0,2,1,303.6048,Train
15,18.1,0,0.29788371199999997,4,156.7288,10,1998,2,2,0,314.2576,Train
19,8.93,0,0.022059594,9,56.0614,10,1998,2,2,0,276.307,Train
08,8.3,0,0.03532494,6,38.9506,13,1987,0,2,1,721.0614,Train
18,8.895,0,0.124967595,9,112.7544,45,2002,2,1,1,3467.4864,Train
56,16.35,1,0.062411404000000004,6,225.9062,46,1997,2,0,1,5416.9488,Train
29,8.6,0,0.032754431,8,140.5154,18,2009,1,2,2,283.6308,Train
06,5.825000000000001,0,0.160178832,9,160.2894,19,1985,2,0,0,323.5788,Train
08,19.0,1,0.10403514800000001,6,227.77200000000002,17,2007,2,1,1,5206.556,Train
52,7.56,0,0.06390019,5,157.263,45,2002,2,1,1,2503.408,Train
16,12.6,1,0.06264811099999999,5,104.899,13,1987,0,2,1,1960.781,Train
55,15.6,0,0.11168586800000001,11,184.7924,10,1998,2,2,0,370.1848,Train
49,8.71,0,0.23303981699999998,3,49.5376,10,1998,2,2,0,95.8752,Train
15,18.1,0,0.17824575,4,158.1288,49,1999,1,0,1,3299.7048,Train
53,13.35,0,0.140241213,5,150.2392,17,2007,2,1,1,2684.5056,Train
44,16.6,0,0.1189452657777778,6,173.3738,46,1997,2,0,1,2085.2856,Train
16,6.695,0,0.033935576,5,221.9456,35,2004,2,1,1,2210.456,Train
19,17.7,1,0.016516275,6,47.4034,27,1985,1,2,3,2187.153,Train
04,16.6,0,0.026537206,5,57.2614,46,1997,2,0,1,1049.9666,Train
19,15.35,0,0.015673267,11,145.047,35,2004,2,1,1,2719.7929999999997,Train
44,19.7,0,0.089083914,6,54.593,10,1998,2,2,0,56.593,Train
60,14.3,0,0.13115279900000001,0,78.6328,17,2007,2,1,1,231.6984,Train
37,13.0,1,0.083109455,3,195.8426,27,1985,1,2,3,5734.5354,Train
53,10.0,0,0.045818773,5,138.718,13,1987,0,2,1,1398.18,Train
01,14.8,0,0.044869794000000005,14,76.467,35,2004,2,1,1,1531.34,Train
38,19.5,1,0.0237360856,3,160.692,19,1985,2,0,0,319.584,Train
27,8.71,1,0.04605781,4,43.8744,49,1999,1,0,1,633.8416,Train
29,12.15,0,0.030815427000000003,5,252.0698,10,1998,2,2,0,1014.6792,Train
41,17.85,0,0.01806055,8,97.0094,45,2002,2,1,1,2094.6068,Train
44,9.5,1,0.035205866,6,171.3448,49,1999,1,0,1,2386.2272,Train
21,11.8,1,0.076705948,13,34.7558,35,2004,2,1,1,780.9834,Train
14,14.1,0,0.089677773,3,139.8496,46,1997,2,0,1,1693.7952,Train
50,13.099999999999998,0,0.132327406,4,168.4158,19,1985,2,0,0,334.2316,Train
39,19.35,1,0.065520388,10,168.3816,46,1997,2,0,1,1342.2528,Train
31,19.75,0,0.012518706999999999,6,190.6872,17,2007,2,1,1,4916.2672,Train
14,10.3,1,0.050353695,3,78.696,17,2007,2,1,1,1757.7120000000002,Train
43,17.75,0,0.110762642,11,108.5912,27,1985,1,2,3,1637.868,Train
22,9.394999999999998,0,0.045050674000000006,13,84.925,27,1985,1,2,3,1747.725,Train
38,10.8,0,0.083016832,4,193.4504,17,2007,2,1,1,2876.256,Train
32,17.75,1,0.030929289300000003,6,139.9838,45,2002,2,1,1,1966.7732,Train
13,8.575,0,0.023983257999999997,14,106.32799999999999,18,2009,1,2,2,958.752,Train
03,19.1,0,0.075836522,4,40.2138,10,1998,2,2,0,81.2276,Train
20,20.7,1,0.100330684,6,123.4388,49,1999,1,0,1,1238.388,Train
22,9.695,0,0.051778173,13,157.892,19,1985,2,0,0,319.584,Train
22,6.785,1,0.022970467999999997,13,211.0928,35,2004,2,1,1,4418.2488,Train
11,6.57,0,0.066014596,7,259.7278,13,1987,0,2,1,2863.6058,Train
58,5.78,1,0.07429945,13,264.9568,45,2002,2,1,1,1845.5976,Train
25,6.92,1,0.131128467,2,93.1804,49,1999,1,0,1,1561.9668,Train
40,20.25,1,0.014816356000000001,4,194.1162,49,1999,1,0,1,3848.324,Train
08,13.65,0,0.049318315,6,149.005,45,2002,2,1,1,2097.27,Train
22,13.5,1,0.017960491999999998,13,81.596,17,2007,2,1,1,639.168,Train
41,16.5,0,0.035801238,8,92.61200000000001,18,2009,1,2,2,559.2719999999999,Train
21,16.7,1,0.038606365,13,146.5102,45,2002,2,1,1,2770.3938,Train
53,8.68,0,0.008871687,5,99.7384,18,2009,1,2,2,295.6152,Train
35,8.365,0,0.125793938,7,36.2506,19,1985,2,0,0,37.9506,Train
09,7.235,0,0.058369013,13,115.2834,18,2009,1,2,2,1267.0174,Train
48,16.75,1,0.02397324366666667,14,39.3822,46,1997,2,0,1,353.5398,Train
25,15.35,0,0.07326933599999999,14,92.11200000000001,35,2004,2,1,1,1118.5439999999999,Train
08,10.8,0,0.049677650999999996,6,245.9144,13,1987,0,2,1,4655.2736,Train
42,6.26,0,0.031470832000000004,9,110.2228,49,1999,1,0,1,1547.3192,Train
03,5.63,1,0.024579432000000002,10,105.3306,49,1999,1,0,1,1045.306,Train
25,6.92,1,0.131665479,2,91.8804,17,2007,2,1,1,275.6412,Train
17,12.15,0,0.015523707,5,212.0928,18,2009,1,2,2,2735.1064,Train
44,16.6,0,0.122475364,6,175.5738,45,2002,2,1,1,347.5476,Train
34,9.195,0,0.10789139800000001,13,182.7634,46,1997,2,0,1,3817.0314,Train
10,19.0,0,0.128065918,13,104.3622,35,2004,2,1,1,1905.5196,Train
22,9.395,0,0.045361705,13,83.825,45,2002,2,1,1,665.8,Train
19,9.8,0,0.09039035699999999,11,192.1478,13,1987,0,2,1,2324.9736,Train
44,12.599999999999998,0,0.087029712,6,109.2228,27,1985,1,2,3,3205.1612,Train
41,18.85,0,0.052054819,8,189.1846,46,1997,2,0,1,2101.9306,Train
31,9.13,0,0.051952572999999995,9,152.3024,45,2002,2,1,1,1821.6288,Train
14,9.0,1,0.050786366,3,152.2024,17,2007,2,1,1,3643.2576,Train
30,17.1,0,0.067141355,9,114.586,35,2004,2,1,1,2942.836,Train
36,6.715,1,0.121485195,0,40.2454,13,1987,0,2,1,587.2356,Train
30,5.82,0,0.080640478,9,167.77900000000002,46,1997,2,0,1,2886.243,Train
08,18.7,0,0.037699254,6,110.2886,45,2002,2,1,1,2223.772,Train
04,7.93,0,0.004780437333333333,5,123.2414,18,2009,1,2,2,487.3656,Train
50,18.75,0,0.034501405,9,211.7218,17,2007,2,1,1,5770.4886,Train
46,20.349999999999998,0,0.053795154000000005,13,117.7466,27,1985,1,2,3,1414.1592,Train
37,5.0,0,0.044004675,14,188.85299999999998,46,1997,2,0,1,5502.8369999999995,Train
48,7.445,0,0.03212151111111111,0,76.8354,46,1997,2,0,1,2181.8266,Train
58,20.85,0,0.12125037400000001,13,193.9452,46,1997,2,0,1,1565.9616,Train
27,20.85,0,0.03406150677777778,10,115.1808,18,2009,1,2,2,1054.6272,Train
52,19.2,0,0.10023011400000001,5,112.9886,49,1999,1,0,1,1667.829,Train
42,17.35,0,0.167383061,9,175.6712,46,1997,2,0,1,2812.3392,Train
48,14.3,1,0.034404732,0,98.1726,35,2004,2,1,1,489.36300000000006,Train
49,19.5,0,0.082719632,3,179.3002,45,2002,2,1,1,2865.6032,Train
58,6.675,0,0.041913535,13,90.7462,35,2004,2,1,1,1665.8316,Train
07,8.18,0,0.0132043,9,143.8154,17,2007,2,1,1,2694.4926,Train
14,6.98,0,0.041105789,3,83.4934,46,1997,2,0,1,1555.9746,Train
11,20.5,0,0.141106202,15,87.9172,27,1985,1,2,3,3836.3396,Train
22,16.85,0,0.036463975,13,90.7488,45,2002,2,1,1,543.2928,Train
41,14.8,0,0.01946418,8,196.3794,13,1987,0,2,1,1950.7939999999999,Train
46,12.3,1,0.0606329059,13,57.3562,13,1987,0,2,1,177.7686,Train
35,7.435,0,0.12308681199999999,15,206.9638,45,2002,2,1,1,1035.319,Train
45,15.1,1,0.10564685300000001,6,42.8796,35,2004,2,1,1,949.4308,Train
33,9.195,1,0.11814937699999999,13,160.5578,17,2007,2,1,1,1283.6624,Train
35,10.1,0,0.046545786,7,59.9878,13,1987,0,2,1,484.7024,Train
40,16.0,1,0.065009745,4,79.5986,13,1987,0,2,1,934.7832,Train
19,17.7,1,0.016630303,6,48.1034,45,2002,2,1,1,534.6374,Train
13,8.1,1,0.134532392,3,39.448,49,1999,1,0,1,878.8560000000001,Train
24,20.6,0,0.083133128,0,120.1756,49,1999,1,0,1,1332.9316,Train
42,20.35,0,0.039428167,9,127.9678,18,2009,1,2,2,3560.6984,Train
59,8.195,0,0.030277000999999994,0,93.1462,18,2009,1,2,2,647.8234,Train
14,17.75,0,0.034823127,4,248.675,45,2002,2,1,1,4993.5,Train
21,7.475,0,0.148492521,6,240.6854,35,2004,2,1,1,1691.7978,Train
32,19.0,1,0.06590129900000001,6,188.7214,18,2009,1,2,2,1695.7926,Train
20,12.6,1,0.041622264,6,124.0072,49,1999,1,0,1,4042.7376,Train
09,9.0,0,0.064933297,13,174.83700000000002,27,1985,1,2,3,4763.799,Train
01,7.895,1,0.0945493,2,102.6332,35,2004,2,1,1,1640.5312,Train
37,15.849999999999998,0,0.107076832,14,58.7904,27,1985,1,2,3,1288.9888,Train
20,17.1,0,0.12867498300000002,6,112.3886,45,2002,2,1,1,2334.9606,Train
13,8.355,0,0.18832266399999997,3,148.5418,18,2009,1,2,2,2207.127,Train
05,10.894999999999998,1,0.03129729711111111,5,145.2102,19,1985,2,0,0,437.4306,Train
58,18.5,0,0.052025392000000004,13,118.4124,13,1987,0,2,1,2370.248,Train
32,19.0,1,0.065316099,6,189.9214,27,1985,1,2,3,5087.3778,Train
01,8.975,1,0.01516265,3,101.899,10,1998,2,2,0,103.199,Train
08,10.1,1,0.053584207,6,224.4088,46,1997,2,0,1,4697.8848,Train
58,9.285,1,0.020989132,13,158.6578,13,1987,0,2,1,2406.867,Train
26,11.6,1,0.144017405,4,238.3222,46,1997,2,0,1,5736.5328,Train
46,17.7,0,0.11597812199999999,13,183.4266,27,1985,1,2,3,7192.6374,Train
51,12.5,0,0.081465335,10,220.7798,18,2009,1,2,2,6611.394,Train
34,16.0,0,0.041177505,13,142.3496,17,2007,2,1,1,3246.4408,Train
39,14.15,0,0.042352822000000005,4,51.6982,18,2009,1,2,2,1262.3568,Train
43,20.2,0,0.074541867,9,94.1462,18,2009,1,2,2,1758.3778,Train
01,13.65,1,0.18454121,3,211.5902,45,2002,2,1,1,4672.5844,Train
38,17.25,0,0.114160573,9,253.1724,17,2007,2,1,1,3775.086,Train
01,5.655,0,0.175352413,14,147.4102,49,1999,1,0,1,2478.7734,Train
53,20.75,1,0.083590755,5,182.2318,35,2004,2,1,1,3067.3406,Train
45,5.175,1,0.029471407999999998,13,105.4622,13,1987,0,2,1,3281.7282,Train
20,20.0,1,0.028282832,6,46.2744,17,2007,2,1,1,1086.5856,Train
07,11.8,0,0.040626524444444444,6,46.5402,10,1998,2,2,0,229.701,Train
38,16.75,1,0.008208341999999999,3,102.8674,45,2002,2,1,1,1528.011,Train
